pair,TP,BO,SO,MaxSO,SOS,OS,MSC,,end_date,tot_deals,avg_duration_m,max_duration_m,tot_days_deals,max_safe_orders,final_profit,required_investment,profit_percent
BTT/USDT,1,10,20,6,1,1.05,1.5,,2021-04-17T17:53:00Z,812,352.084.975.369.458,57015,44,6,279.501.331.149.234,14.603.825.625,191.389.118.390.157
ETH/USDT,1,10,20,6,1,1.05,1.5,,2021-04-30T11:34:00Z,682,446.090.909.090.909,22588,123,6,234.544.763.456.424,14.603.825.625,160.605.015.068.731
LINK/USDT,1,10,20,6,1,1.05,1.5,,2021-04-29T17:40:00Z,687,441.280.931.586.608,57814,85,6,244.945.206.725.088,14.603.825.625,167.726.740.249.329
ADA/USDT,1,10,20,12,0.3,1.05,1.39,,2021-04-29T15:24:00Z,980,309.208.163.265.306,27243,93,11,735.749.633.704.429,328.342.530.408.851,224.079.906.062.816
BTC/USDT,1,10,20,12,0.3,1.05,1.39,,2021-04-14T16:41:00Z,387,727.392.764.857.881,24847,91,10,519.562.403.318.359,328.342.530.408.851,158.237.923.875.228
BTT/USDT,1,10,20,12,0.3,1.05,1.39,,2021-04-17T17:54:00Z,706,404.949.008.498.583,57019,35,12,478.454.206.764.681,328.342.530.408.851,145.718.011.665.717
ETH/USDT,1,10,20,12,0.3,1.05,1.39,,2021-04-30T11:33:00Z,630,482.909.523.809.523,23768,107,11,461.212.354.271.713,328.342.530.408.851,14.046.683.312.619
LINK/USDT,1,10,20,12,0.3,1.05,1.39,,2021-04-22T20:50:00Z,688,42.626.453.488.372,23410,86,12,527.436.878.801.289,328.342.530.408.851,160.636.174.102.856
ADA/USDT,1,10,20,12,0.4,1.05,1.35,,2021-04-29T15:33:00Z,1129,26.840.832.595.217,21335,107,11,745.892.476.943.971,328.342.530.408.851,227.169.010.367.065
BTC/USDT,1,10,20,12,0.4,1.05,1.35,,2021-04-14T16:43:00Z,420,670.245.238.095.238,22751,100,10,515.999.731.343.663,328.342.530.408.851,157.152.876.510.131
BTT/USDT,1,10,20,12,0.4,1.05,1.35,,2021-04-17T17:41:00Z,732,39.054.781.420.765,56992,37,12,435.226.575.671.525,328.342.530.408.851,132.552.604.479.712
ETH/USDT,1,10,20,12,0.4,1.05,1.35,,2021-04-30T14:27:00Z,664,458.444.277.108.433,23707,114,11,418.827.790.668.902,328.342.530.408.851,12.755.819.057.232
LINK/USDT,1,10,20,12,0.4,1.05,1.35,,2021-04-29T17:26:00Z,766,395.751.958.224.543,22382,95,12,508.223.549.455.872,328.342.530.408.851,154.784.562.579.521
ADA/USDT,1,10,20,12,0.5,1.05,1.31,,2021-04-30T21:05:00Z,1194,255.280.569.514.237,21682,120,11,713.275.285.637.001,328.342.530.408.851,217.235.118.688.045
BTC/USDT,1,10,20,12,0.5,1.05,1.31,,2021-04-14T16:11:00Z,421,668.577.197.149.643,22736,101,10,466.709.037.426.862,328.342.530.408.851,142.140.902.930.155
BTT/USDT,1,10,20,12,0.5,1.05,1.31,,2021-04-17T17:56:00Z,931,307.084.854.994.629,56991,47,12,533.250.592.126.944,328.342.530.408.851,162.406.798.614.526
ETH/USDT,1,10,20,12,0.5,1.05,1.31,,2021-04-30T11:24:00Z,718,423.710.306.406.685,22662,121,11,416.020.320.505.988,328.342.530.408.851,126.703.147.468.578
LINK/USDT,1,10,20,12,0.5,1.05,1.31,,2021-04-29T17:23:00Z,829,365.673.100.120.627,23000,100,12,501.860.351.592.995,328.342.530.408.851,152.846.587.058.971
